train_number,journey_date,station_sequence,station_code,station_name,scheduled_arrival,actual_arrival,scheduled_departure,actual_departure,arrival_delay,departure_delay
12002,2026-09-11,1.0,NDLS,New Delhi,,,2026-09-11T06:00:00+05:30,2026-09-11T06:00:00+05:30,,0.0
12002,2026-09-11,23.0,MTJ,Mathura Jn,2026-09-11T07:19:00+05:30,2026-09-11T07:34:00+05:30,2026-09-11T07:20:00+05:30,2026-09-11T07:37:00+05:30,15.0,17.0
12002,2026-09-11,31.0,AGC,Agra Cantt,2026-09-11T07:50:00+05:30,2026-09-11T08:10:00+05:30,2026-09-11T07:55:00+05:30,2026-09-11T08:15:00+05:30,20.0,20.0
12002,2026-09-11,35.0,DHO,Dhaulpur,2026-09-11T08:39:00+05:30,2026-09-11T08:49:00+05:30,2026-09-11T08:40:00+05:30,2026-09-11T08:51:00+05:30,10.0,11.0
12002,2026-09-11,39.0,MRA,Morena,2026-09-11T08:57:00+05:30,2026-09-11T09:11:00+05:30,2026-09-11T08:58:00+05:30,2026-09-11T09:12:00+05:30,14.0,14.0
12002,2026-09-11,45.0,GWL,Gwalior Jn,2026-09-11T09:23:00+05:30,2026-09-11T09:40:00+05:30,2026-09-11T09:28:00+05:30,2026-09-11T09:45:00+05:30,17.0,17.0
12002,2026-09-11,56.0,VGLJ,Veerangana Lakshmibai Jhansi,2026-09-11T10:45:00+05:30,2026-09-11T10:54:00+05:30,2026-09-11T10:50:00+05:30,2026-09-11T11:00:00+05:30,9.0,10.0
12002,2026-09-11,68.0,LAR,Lalitpur,2026-09-11T11:42:00+05:30,2026-09-11T12:22:00+05:30,2026-09-11T11:43:00+05:30,2026-09-11T12:28:00+05:30,40.0,45.0
12002,2026-09-11,75.0,BINA,Bina Jn,2026-09-11T12:40:00+05:30,2026-09-11T13:12:00+05:30,2026-09-11T12:42:00+05:30,2026-09-11T13:15:00+05:30,32.0,33.0
12002,2026-09-11,93.0,BPL,Bhopal Jn,2026-09-11T14:12:00+05:30,2026-09-11T14:43:00+05:30,2026-09-11T14:15:00+05:30,2026-09-11T14:50:00+05:30,31.0,35.0
12002,2026-09-11,94.0,RKMP,Rani Kamalapati,2026-09-11T14:40:00+05:30,2026-09-11T15:02:00+05:30,,,22.0,
12919,2026-09-06,1.0,DADN,Dr. Ambedkar Nagar,,,2026-09-06T11:50:00+05:30,2026-09-06T11:50:00+05:30,,0.0
12919,2026-09-06,7.0,INDB,Indore Jn,2026-09-06T12:05:00+05:30,2026-09-06T12:11:00+05:30,2026-09-06T12:15:00+05:30,2026-09-06T12:20:00+05:30,6.0,5.0
12919,2026-09-06,13.0,DWX,Dewas,2026-09-06T12:51:00+05:30,2026-09-06T12:52:00+05:30,2026-09-06T12:53:00+05:30,2026-09-06T12:55:00+05:30,1.0,2.0
12919,2026-09-06,19.0,UJN,Ujjain Jn,2026-09-06T13:45:00+05:30,2026-09-06T13:34:00+05:30,2026-09-06T14:00:00+05:30,2026-09-06T14:05:00+05:30,-11.0,5.0
12919,2026-09-06,24.0,MKC,Maksi,2026-09-06T14:35:00+05:30,2026-09-06T14:36:00+05:30,2026-09-06T14:36:00+05:30,2026-09-06T14:37:00+05:30,1.0,1.0
12919,2026-09-06,26.0,BCH,Berchha,2026-09-06T14:51:00+05:30,2026-09-06T14:53:00+05:30,2026-09-06T14:53:00+05:30,2026-09-06T14:55:00+05:30,2.0,2.0
12919,2026-09-06,30.0,AKD,Akodia,2026-09-06T15:19:00+05:30,2026-09-06T15:17:00+05:30,2026-09-06T15:20:00+05:30,2026-09-06T15:20:00+05:30,-2.0,0.0
12919,2026-09-06,32.0,SJP,Shujalpur,2026-09-06T15:32:00+05:30,2026-09-06T15:33:00+05:30,2026-09-06T15:34:00+05:30,2026-09-06T15:35:00+05:30,1.0,1.0
12919,2026-09-06,34.0,KPP,Kalapipal,2026-09-06T15:47:00+05:30,2026-09-06T15:47:00+05:30,2026-09-06T15:48:00+05:30,2026-09-06T15:49:00+05:30,0.0,1.0
12919,2026-09-06,38.0,SEH,Sehore,2026-09-06T16:10:00+05:30,2026-09-06T16:12:00+05:30,2026-09-06T16:11:00+05:30,2026-09-06T16:15:00+05:30,2.0,4.0
12919,2026-09-06,42.0,SHRN,Sant Hirdaram Nagar Jn,2026-09-06T16:53:00+05:30,2026-09-06T16:44:00+05:30,2026-09-06T16:55:00+05:30,2026-09-06T16:56:00+05:30,-9.0,1.0
12919,2026-09-06,43.0,BPL,Bhopal Jn,2026-09-06T17:20:00+05:30,2026-09-06T17:36:00+05:30,2026-09-06T17:30:00+05:30,2026-09-06T17:58:00+05:30,16.0,28.0
12919,2026-09-06,44.0,NSZ,Nishatpura,2026-09-06T17:42:00+05:30,2026-09-06T18:08:00+05:30,2026-09-06T17:44:00+05:30,2026-09-06T18:11:00+05:30,26.0,27.0
12919,2026-09-06,50.0,BHS,Vidisha,2026-09-06T18:05:00+05:30,2026-09-06T18:48:00+05:30,2026-09-06T18:07:00+05:30,2026-09-06T18:50:00+05:30,43.0,43.0
12919,2026-09-06,55.0,BAQ,Ganj Basoda,2026-09-06T18:31:00+05:30,2026-09-06T19:20:00+05:30,2026-09-06T18:33:00+05:30,2026-09-06T19:22:00+05:30,49.0,49.0
12919,2026-09-06,61.0,BINA,Bina Jn,2026-09-06T19:30:00+05:30,2026-09-06T20:13:00+05:30,2026-09-06T19:35:00+05:30,2026-09-06T20:38:00+05:30,43.0,63.0
12919,2026-09-06,68.0,LAR,Lalitpur,2026-09-06T20:14:00+05:30,2026-09-06T21:33:00+05:30,2026-09-06T20:16:00+05:30,2026-09-06T21:38:00+05:30,79.0,82.0
12919,2026-09-06,77.0,BAB,Babina,2026-09-06T20:54:00+05:30,2026-09-06T22:20:00+05:30,2026-09-06T20:56:00+05:30,2026-09-06T22:22:00+05:30,86.0,86.0
12919,2026-09-06,80.0,VGLJ,Veerangana Lakshmibai Jhansi,2026-09-06T21:30:00+05:30,2026-09-06T22:45:00+05:30,2026-09-06T21:38:00+05:30,2026-09-06T22:54:00+05:30,75.0,76.0
12919,2026-09-06,82.0,DAA,Datia,2026-09-06T21:59:00+05:30,2026-09-06T23:19:00+05:30,2026-09-06T22:01:00+05:30,2026-09-06T23:36:00+05:30,80.0,95.0
12919,2026-09-06,85.0,DBA,Dabra,2026-09-06T22:22:00+05:30,2026-09-06T23:58:00+05:30,2026-09-06T22:24:00+05:30,2026-09-07T00:01:00+05:30,96.0,97.0
12919,2026-09-06,91.0,GWL,Gwalior Jn,2026-09-06T22:54:00+05:30,2026-09-07T00:33:00+05:30,2026-09-06T22:56:00+05:30,2026-09-07T00:36:00+05:30,99.0,100.0
12919,2026-09-06,97.0,MRA,Morena,2026-09-06T23:25:00+05:30,2026-09-07T01:01:00+05:30,2026-09-06T23:27:00+05:30,2026-09-07T01:03:00+05:30,96.0,96.0
12919,2026-09-06,101.0,DHO,Dhaulpur,2026-09-07T00:08:00+05:30,2026-09-07T01:26:00+05:30,2026-09-07T00:10:00+05:30,2026-09-07T01:29:00+05:30,78.0,79.0
12919,2026-09-06,105.0,AGC,Agra Cantt,2026-09-07T00:40:00+05:30,2026-09-07T02:14:00+05:30,2026-09-07T00:45:00+05:30,2026-09-07T02:20:00+05:30,94.0,95.0
12919,2026-09-06,113.0,MTJ,Mathura Jn,2026-09-07T01:23:00+05:30,2026-09-07T03:10:00+05:30,2026-09-07T01:25:00+05:30,2026-09-07T03:13:00+05:30,107.0,108.0
12919,2026-09-06,118.0,KSV,Kosi Kalan,2026-09-07T01:52:00+05:30,2026-09-07T03:42:00+05:30,2026-09-07T01:54:00+05:30,2026-09-07T03:54:00+05:30,110.0,120.0
12919,2026-09-06,123.0,PWL,Palwal,2026-09-07T02:58:00+05:30,2026-09-07T05:00:00+05:30,2026-09-07T03:00:00+05:30,2026-09-07T05:11:00+05:30,122.0,131.0
12919,2026-09-06,125.0,BVH,Ballabgarh,2026-09-07T03:16:00+05:30,2026-09-07T05:30:00+05:30,2026-09-07T03:18:00+05:30,2026-09-07T05:32:00+05:30,134.0,134.0
12919,2026-09-06,127.0,FDB,Faridabad,2026-09-07T03:27:00+05:30,,2026-09-07T03:29:00+05:30,,,
12919,2026-09-06,131.0,NZM,Hazrat Nizamuddin Jn,2026-09-07T03:48:00+05:30,2026-09-07T06:32:00+05:30,2026-09-07T03:50:00+05:30,2026-09-07T06:34:00+05:30,164.0,164.0
12919,2026-09-06,135.0,NDLS,New Delhi,2026-09-07T04:15:00+05:30,2026-09-07T07:04:00+05:30,2026-09-07T04:30:00+05:30,2026-09-07T07:23:00+05:30,169.0,173.0
12919,2026-09-06,146.0,SNP,Sonipat,2026-09-07T05:10:00+05:30,2026-09-07T08:16:00+05:30,2026-09-07T05:12:00+05:30,2026-09-07T08:17:00+05:30,186.0,185.0
12919,2026-09-06,153.0,PNP,Panipat Jn,2026-09-07T05:40:00+05:30,2026-09-07T09:18:00+05:30,2026-09-07T05:42:00+05:30,2026-09-07T09:21:00+05:30,218.0,219.0
12919,2026-09-06,158.0,KUN,Karnal,2026-09-07T06:04:00+05:30,2026-09-07T09:41:00+05:30,2026-09-07T06:06:00+05:30,2026-09-07T09:43:00+05:30,217.0,217.0
12919,2026-09-06,163.0,KKDE,Kurukshetra Jn,2026-09-07T06:30:00+05:30,2026-09-07T10:19:00+05:30,2026-09-07T06:32:00+05:30,2026-09-07T10:51:00+05:30,229.0,259.0
12919,2026-09-06,169.0,UMB,Ambala Cantt Jn,2026-09-07T07:30:00+05:30,2026-09-07T11:31:00+05:30,2026-09-07T07:35:00+05:30,2026-09-07T11:39:00+05:30,241.0,244.0
12919,2026-09-06,175.0,SIR,Sirhind Jn,2026-09-07T08:08:00+05:30,2026-09-07T12:20:00+05:30,2026-09-07T08:10:00+05:30,2026-09-07T12:22:00+05:30,252.0,252.0
12919,2026-09-06,177.0,KNN,Khanna,2026-09-07T08:25:00+05:30,2026-09-07T12:45:00+05:30,2026-09-07T08:27:00+05:30,2026-09-07T12:46:00+05:30,260.0,259.0
